0  119.52989	33619.984704	1
1  113.177893	1223.22632	1
2  115.186115	39.284192	1
3  227.345199	20.848396	3
4  112.135074	40.295634	41
5  234.399479	367.592676	396
6  97.811193	157.417462	0
7  161.891496	294.200313	0
8  182.248765	358.500334	0

