0.01	152.007698	18.719282	3
0.05	329.842244	20.615969	3
0.1	265.580893	22.435328	3
0.2	2683.516847	102.834147	78
0.5	5869.480676	5017.288592	123
0.75	8280.63288	10003.116965	2
0.9	6564.552433	7589.918587	0
